字(Character),构件(Decomposition),理据打分(Rationality Score),拼音(pinyin),繁体(Traditional Chinese character),网络中的层次(Network Level),字频1(Frequency 1),字频排序1(Frequency Order 1),学习顺序1(Learning Order 1),字频2(Frequency 2),字频排序2(Frequency Order 2),学习顺序2(Learning Order 2)
橄,木敢,5,gǎn,橄,,0.0003,3656,3885,0.000539007,3421,3663
掐,手臽,1,qiā,掐,,0.0005,3397,3648,0.00053849,3424,3666
亵,衣执,1,xiè dié,褻,,0.0002,3788,4002,0.00053849,3424,3666
嗒,口荅,3,tà dā,嗒,,0.0007,3168,3430,0.000536423,3426,3668
咀,口且,5,jǔ zuǐ zǔ,咀,,0.001,2927,3185,0.000535906,3427,3669
蚩,虫㞢,3,chī,蚩,,0,3938,4000,0.000177257,3881,3670
锚,金苗,3,máo,錨,,0.0004,3536,3778,0.000533839,3428,3671
匾,匚扁,5,biǎn,匾,,0.0004,3536,3778,0.000533839,3429,3672
乓,兵,1,pāng pang,乓,,0.0012,2789,3052,0.000533322,3430,3673
贻,贝台,1,yí,貽,,0.0007,3168,3430,0.000533322,3430,3673
萃,艸卒,1,cuì,萃,,0.0005,3397,3648,0.000533322,3432,3675
揖,手咠,3,yī jí,揖,,0.0002,3788,4002,0.000532806,3433,3676
觑,虚见,3,qù qū,覷,,0.0003,3656,3885,0.000532805,3434,3677
憔,心焦,3,qiáo,憔,,0.0004,3536,3778,0.000532289,3435,3678
吝,文口,3,lìn,吝,,0.0004,3536,3778,0.000532289,3435,3678
砾,石乐,2,lì luò,礫,,0.0008,3081,3344,0.000531255,3437,3680
蠕,虫需,1,rú ruǎn,蠕,,0.0007,3168,3430,0.000531255,3438,3681
诲,言每,3,huì,誨,,0.0002,3788,4002,0.000531255,3438,3681
撩,手尞,4,liāo liáo liào,撩,,0.0007,3168,3430,0.000529705,3441,3683
酥,酉禾,1,sū,酥,,0.0007,3168,3430,0.00052402,3442,3684
袅,鸟衣,5,niǎo,裊,,0.0005,3397,3648,0.000522987,3443,3685
黝,黑幼,4,yǒu yī,黝,,0.0006,3277,3533,0.000521953,3444,3686
嫣,女焉,5,yān,嫣,,0.0002,3788,4002,0.000519369,3445,3687
穹,穴弓,3,qióng,穹,,0.0005,3397,3648,0.000518852,3446,3688
秧,禾央,5,yāng,秧,,0.0025,2250,2522,0.000518335,3447,3689
溉,水既,1,gài xiè,溉,,0.0022,2344,2614,0.000516785,3448,3690
鹊,昔鸟,1,què,鵲,,0.0009,3008,3267,0.000516268,3450,3691
蘑,艸磨,5,mó,蘑,,0.0006,3277,3533,0.000515752,3451,3692
疙,疒乞,1,gē yì,疙,,0.0012,2789,3052,0.000515752,3452,3693
睾,睪,1,gāo,睾,,0.0003,3656,3885,0.000514718,3453,3694
楷,木皆,1,kǎi jiē,楷,,0.0005,3397,3648,0.000513684,3454,3695
锌,金辛,5,xīn zǐ,鋅,,0.0012,2789,3052,0.000512651,3455,3696
酵,酉孝,3,jiào xiào,酵,,0.001,2927,3185,0.000512651,3455,3696
滇,水真,1,diān tián zhēn,滇,,0.0007,3168,3430,0.000512134,3457,3698
辗,车展,5,zhǎn niǎn,輾,,0.0005,3397,3648,0.000511617,3459,3699
褒,衣保,4,bāo,褒,,0.0004,3536,3778,0.000510067,3461,3700
揍,手奏,5,zòu còu,揍,,0.0005,3397,3648,0.00050955,3462,3701
诽,言非,4,fěi,誹,,0.0003,3656,3885,0.000509033,3463,3702
倔,人屈,1,jué juè,倔,,0.0007,3168,3430,0.000509033,3464,3703
锄,金助,3,chú jǔ,鋤,,0.0012,2789,3052,0.000506966,3466,3704
嗔,口真,3,chēn tián,嗔,,0.0004,3536,3778,0.000505933,3467,3705
攒,手赞,4,zǎn cuán zuān,攢,,0.0004,3536,3778,0.000504899,3468,3706
瘩,疒荅,5,dá da dā,瘩,,0.0011,2860,3120,0.000503349,3469,3707
雳,雨历,5,lì,靂,,0.0003,3656,3885,0.000503349,3469,3707
吆,口幺,5,yāo,吆,,0.0008,3081,3344,0.000502832,3471,3709
墩,土敦,5,dūn,墩,,0.0008,3081,3344,0.000502315,3472,3710
逍,辵肖,5,xiāo,逍,,0.0003,3656,3885,0.000500248,3473,3711
辄,车耴,5,zhé,輒,,0.0003,3656,3885,0.000499731,3475,3712
俨,人严,5,yǎn,儼,,0.0005,3397,3648,0.000499214,3476,3713
殃,歹央,5,yāng,殃,,0.0003,3656,3885,0.000498181,3477,3714
悸,心季,5,jì,悸,,0.0004,3536,3778,0.000498181,3478,3715
帧,巾贞,5,zhēn zhèng,幀,,0.0001,3870,4076,0.000497147,3479,3716
俐,人利,5,lì,俐,,0.0003,3656,3885,0.000496114,3480,3717
籽,米子,5,zǐ,籽,,0.0013,2743,3010,0.000494563,3481,3718
袒,衣旦,3,tǎn zhàn,袒,,0.0003,3656,3885,0.000494563,3481,3718
拌,手半,5,bàn pàn,拌,,0.0014,2693,2962,0.000490946,3484,3720
橙,木登,3,chéng chén dèng,橙,,0.0008,3081,3344,0.000488879,3485,3721
暨,既旦,5,jì,暨,,0.0004,3536,3778,0.000488879,3485,3721
赘,敖贝,1,zhuì,贅,,0.0005,3397,3648,0.000488362,3488,3723
抉,手夬,1,jué,抉,,0.0003,3656,3885,0.000487845,3489,3724
淤,水於,4,yū,淤,,0.001,2927,3185,0.000487328,3490,3725
娼,女昌,5,chāng,娼,,0.0002,3788,4002,0.000487328,3490,3725
葵,艸癸,3,kuí,葵,,0.001,2927,3185,0.000486295,3494,3727
哝,口农,5,nóng,噥,,0.0004,3536,3778,0.000486295,3493,3727
麓,林鹿,5,lù,麓,,0.001,2927,3185,0.000485261,3495,3729
酣,酉甘,3,hān hàn,酣,,0.0005,3397,3648,0.000485261,3496,3730
琅,玉良,3,láng làng,琅,,0.0007,3168,3430,0.000484744,3497,3731
钵,金本,2,bō,鉢,,0.0004,3536,3778,0.000484744,3498,3732
簸,箕皮,1,bò bǒ,簸,,0.0007,3168,3430,0.000484228,3499,3733
坴,土六,1,lù liù,坴,,0,3938,3882,0,4017,3734
璧,辟玉,3,bì,璧,,0.0006,3277,3533,0.000480093,3501,3735
螂,虫郎,5,láng,螂,,0.0006,3277,3533,0.000478026,3503,3736
惋,心宛,5,wǎn,惋,,0.0007,3168,3430,0.000478026,3504,3737
腋,肉夜,5,yè yì,腋,,0.0005,3397,3648,0.000478026,3504,3737
阪,阝反,3,bǎn,阪,,0.0002,3788,4002,0.00047751,3506,3739
掣,制手,1,chè,掣,,0.0003,3656,3885,0.000476476,3507,3740
粱,水米刅,1,liáng,粱,,0.0006,3277,3533,0.000474409,3508,3741
沥,水历,5,lì,瀝,,0.0007,3168,3430,0.000474409,3509,3742
惮,心单,4,dàn dá,憚,,0.0003,3656,3885,0.000473375,3510,3743
捎,手肖,3,shāo shào,捎,,0.0008,3081,3344,0.000471825,3511,3744
俟,人矣,3,sì qí,俟,,0.0003,3656,3885,0.000470275,3513,3745
渲,水宣,4,xuàn,渲,,0.0005,3397,3648,0.000468207,3514,3746
榄,木览,5,lǎn,欖,,0.0003,3656,3885,0.000467691,3515,3747
茧,艸虫,1,jiǎn,繭,,0.0013,2743,3010,0.000467174,3516,3748
鹉,武鸟,5,wǔ,鵡,,0.0005,3397,3648,0.000465623,3518,3749
橘,木矞,2,jú,橘,,0.0007,3168,3430,0.000465107,3521,3750
琶,玨巴,3,pá,琶,,0.0006,3277,3533,0.000465107,3519,3750
撬,手毛,3,qiào,撬,,0.0003,3656,3885,0.000465107,3519,3750
亟,人二口又,1,jí qì,亟,,0.0003,3656,3885,0.000461489,3522,3753
痊,疒全,5,quán,痊,,0.0003,3656,3885,0.000461489,3523,3754
狙,犬且,1,jū,狙,,0.0001,3870,4076,0.000460456,3524,3755
㕡,𣦼谷,1,hè,㕡,,0,3938,3776,0,4017,3756
刨,包刀,3,páo bào,刨,,0.0009,3008,3267,0.000458905,3525,3757
蜕,虫兑,3,tuì shuì yuè,蛻,,0.0008,3081,3344,0.000457872,3526,3758
谚,言彦,5,yàn,諺,,0.0004,3536,3778,0.000456838,3527,3759
瞟,目票,4,piǎo piāo piào,瞟,,0.0005,3397,3648,0.000456321,3529,3760
憧,心童,3,chōng,憧,,0.0005,3397,3648,0.000456321,3528,3760
馒,食曼,4,mán,饅,,0.0008,3081,3344,0.000455288,3530,3762
拗,手幼,1,ǎo ào niù,拗,,0.0005,3397,3648,0.000455288,3531,3762
喋,口枼,3,dié zhá,喋,,0.0003,3656,3885,0.000453221,3533,3764
哧,口赤,4,chī,哧,,0.0006,3277,3533,0.000453221,3534,3765
箫,竹肃,1,xiāo xiǎo,簫,,0.0005,3397,3648,0.00045167,3535,3766
怦,心平,3,pēng,怦,,0.0004,3536,3778,0.000449086,3537,3767
缭,糸尞,5,liáo rǎo,繚,,0.0008,3081,3344,0.000448053,3538,3768
渝,水俞,5,yú,渝,,0.0004,3536,3778,0.000446502,3539,3769
黏,黍占,3,nián niān zhān,黏,,0.0001,3870,4076,0.000445469,3542,3770
蕃,艸番,4,fán,蕃,,0.0005,3397,3648,0.000444435,3543,3771
驿,马𠬤,5,yì,驛,,0.0004,3536,3778,0.000443402,3544,3772
箕,竹其,5,jī,箕,,0.0004,3536,3429,0.000200513,3866,3773
饺,食交,4,jiǎo jiào,餃,,0.0004,3536,3778,0.000442368,3545,3774
踞,足居,4,jù,踞,,0.0006,3277,3533,0.000441334,3546,3775
婷,女亭,5,tíng,婷,,0.001,2927,3185,0.000440818,3547,3776
唆,口夋,1,suō,唆,,0.0003,3656,3885,0.000440301,3548,3777
蜒,虫延,3,yán dàn yàn,蜒,,0.0006,3277,3533,0.000440301,3549,3778
偎,人畏,4,wēi,偎,,0.0005,3397,3648,0.000439267,3550,3779
榨,木窄,2,zhà,榨,,0.0012,2789,3052,0.000438751,3552,3780
漉,水鹿,5,lù,漉,,0.0007,3168,3430,0.000438751,3551,3780
矜,矛今,3,jīn qín guān,矜,,0.0004,3536,3778,0.000438234,3553,3782
鲨,沙鱼,5,shā,鯊,,0.0009,3008,3267,0.000436683,3554,3783
癖,疒辟,3,pǐ,癖,,0.0004,3536,3778,0.0004341,3555,3784
酪,酉各,1,lào lù,酪,,0.0001,3870,4076,0.000434099,3556,3785
揩,手皆,1,kāi,揩,,0.0006,3277,3533,0.000432549,3557,3786
蜷,虫卷,5,quán juǎn,蜷,,0.0004,3536,3778,0.000432549,3557,3786
炙,肉火,2,zhì,炙,,0.0004,3536,3778,0.000432549,3559,3788
凋,仌周,1,diāo,凋,,0.0005,3397,3648,0.000431515,3560,3789
癸,癶天,1,guǐ,癸,,0.0001,3870,3533,0.000186043,3873,3790
蹋,足𦐇,5,tà,蹋,,0.0003,3656,3885,0.000426864,3561,3791
讪,言山,4,shàn,訕,,0.0003,3656,3885,0.000426864,3561,3791
碘,石典,5,diǎn,碘,,0.0012,2789,3052,0.000425314,3563,3793
搐,手畜,5,chù chōu,搐,,0.0004,3536,3778,0.000425314,3563,3793
诠,言全,5,quán,詮,,0.0001,3870,4076,0.000424281,3566,3795
碾,石展,3,niǎn liǎn niàn,碾,,0.0005,3397,3648,0.000423764,3567,3796
擂,手雷,4,léi lèi lēi,擂,,0.0005,3397,3648,0.000423247,3568,3797
苯,艸本,5,běn,苯,,0.002,2411,2685,0.000421697,3569,3798
驹,马句,4,jū jù,駒,,0.0005,3397,3648,0.000418596,3571,3799
憬,心景,5,jǐng,憬,,0.0005,3397,3648,0.000418079,3572,3800
哽,口更,4,gěng,哽,,0.0004,3536,3778,0.000416012,3573,3801
漾,水羕,5,yàng yáng,漾,,0.0006,3277,3533,0.000414978,3574,3802
啧,口责,5,zé,嘖,,0.0005,3397,3648,0.000414462,3575,3803
楠,木南,5,nán,楠,,0.0006,3277,3533,0.000413428,3577,3804
吮,口允,3,shǔn,吮,,0.0004,3536,3778,0.000413428,3576,3804
怂,从心,3,sǒng,慫,,0.0002,3788,4002,0.000412911,3578,3806
叼,口刁,5,diāo,叼,,0.0005,3397,3648,0.000411878,3579,3807
竣,立夋,3,jùn,竣,,0.0005,3397,3648,0.000410327,3581,3808
偕,人皆,3,xié jiē,偕,,0.0005,3397,3648,0.000410327,3580,3808
蹭,足曾,4,cèng céng,蹭,,0.0005,3397,3648,0.000409811,3582,3810
绚,糸旬,2,xuàn xún,絢,,0.0007,3168,3430,0.00040826,3583,3811
跤,足交,5,jiāo qiāo,跤,,0.0004,3536,3778,0.00040671,3584,3812
恬,心舌,1,tián,恬,,0.0005,3397,3648,0.000406193,3586,3813
汶,水文,5,wèn mén mín wén,汶,,0.0001,3870,4076,0.000404643,3587,3814
跷,足尧,3,qiāo qiào,蹺,,0.0004,3536,3778,0.000404643,3588,3815
琵,玨比,3,pí,琵,,0.0006,3277,3533,0.000403609,3589,3816
憨,敢心,3,hān,憨,,0.0012,2789,3052,0.000403092,3590,3817
蜗,虫呙,3,wō guā guǒ luó,蝸,,0.0005,3397,3648,0.000403092,3591,3817
匮,匚贵,3,kuì guì,匱,,0.0003,3656,3885,0.000399475,3592,3819
恙,羊心,4,yàng,恙,,0.0002,3788,4002,0.000398958,3593,3820
抿,手民,4,mǐn,抿,,0.0005,3397,3648,0.000398441,3594,3821
笺,竹戋,5,jiān,箋,,0.0002,3788,4002,0.000397924,3595,3822
蛤,虫合,2,gé há è hā,蛤,,0.0011,2860,3120,0.000397408,3596,3823
瞳,目童,5,tóng,瞳,,0.0006,3277,3533,0.000397408,3597,3823
瓢,瓜票,4,piáo,瓢,,0.0006,3277,3533,0.000395857,3598,3825
跺,足朵,4,duò,跺,,0.0006,3277,3533,0.000395341,3599,3826
秤,禾平,3,chèng chèn chēng píng,秤,,0.001,2927,3185,0.000395341,3600,3827
芹,艸斤,3,qín,芹,,0.0008,3081,3344,0.000395341,3600,3827
卤,卤,1,lǔ,鹵,,0.0015,2631,2900,0.000391723,3603,3829
鬓,髟宾,4,bìn,鬢,,0.0006,3277,3533,0.000391723,3604,3829
惦,心店,5,diàn,惦,,0.0005,3397,3648,0.000388622,3605,3831
浚,水夋,3,jùn xùn cún,浚,,0.0001,3870,4076,0.000388622,3605,3831
荃,艸全,5,quán,荃,,0.0002,3788,4002,0.000387589,3607,3833
藐,艸貌,2,miǎo mò,藐,,0.0002,3788,4002,0.000387589,3608,3834
玺,尔玉,1,xǐ,璽,,0.0004,3536,3778,0.000387072,3609,3835
唧,口即,4,jī,唧,,0.0005,3397,3648,0.000387072,3610,3836
汛,水卂,5,xùn,汛,,0.0006,3277,3533,0.000386555,3611,3837
铐,金考,4,kào,銬,,0.0003,3656,3885,0.000386555,3611,3837
渤,水勃,5,bó,渤,,0.0007,3168,3430,0.000385005,3613,3839
馅,食臽,5,xiàn kàn,餡,,0.0004,3536,3778,0.000383454,3615,3840
聆,耳令,4,líng,聆,,0.0003,3656,3885,0.000381904,3617,3841
汞,工水,4,gǒng,汞,,0.0007,3168,3430,0.000381387,3618,3842
巅,山颠,5,diān,巔,,0.0004,3536,3778,0.000380871,3619,3843
渍,水责,2,zì qì sè,漬,,0.0005,3397,3648,0.000380871,3621,3844
傩,人难,2,nuó,儺,,0.0001,3870,4076,0.000380354,3622,3845
鳄,鱼咢,5,è,鰐,,0.0007,3168,3430,0.00037932,3624,3846
蟋,虫悉,5,xī,蟋,,0.0005,3397,3648,0.00037932,3624,3846
讹,言化,1,é,訛,,0.0003,3656,3885,0.000376736,3626,3848
蹿,足窜,4,cuān,躥,,0.0003,3656,3885,0.000374152,3627,3849
筏,竹伐,5,fá,筏,,0.0005,3397,3648,0.000373119,3628,3850
坯,土丕,4,pī,坯,,0.0005,3397,3648,0.000372085,3629,3851
峦,変山,5,luán,巒,,0.0006,3277,3533,0.000371052,3630,3852
茬,艸在,1,chá chí,茬,,0.0007,3168,3430,0.000370535,3632,3853
蟀,虫率,5,shuài,蟀,,0.0005,3397,3648,0.000370535,3631,3853
撵,手辇,5,niǎn,攆,,0.0005,3397,3648,0.000370018,3633,3855
缤,糸宾,5,bīn,繽,,0.0006,3277,3533,0.000369501,3634,3856
珑,玉龙,5,lóng,瓏,,0.0005,3397,3648,0.000368468,3635,3857
苞,艸包,5,bāo biāo páo,苞,,0.0006,3277,3533,0.000367951,3636,3858
泵,石水,1,bèng liú pìn,泵,,0.0006,3277,3533,0.000366401,3637,3859
钾,金甲,5,jiǎ gé hé,鉀,,0.0031,2069,2350,0.000366401,3638,3860
甥,生男,5,shēng,甥,,0.0004,3536,3778,0.000359683,3641,3861
晏,日安,3,yàn,晏,,0.0003,3656,3885,0.000359682,3642,3861
蛊,虫皿,1,gǔ,蠱,,0.0002,3788,4002,0.000359682,3643,3863
瘪,疒自仑,1,biē biě piē,癟,,0.0006,3277,3533,0.000358649,3644,3864
蹂,足柔,5,róu,蹂,,0.0003,3656,3885,0.000357099,3645,3865
辘,车鹿,5,lù,轆,,0.0004,3536,3778,0.000356065,3646,3866
湃,水拜,3,pài bá,湃,,0.0009,3008,3267,0.000356065,3647,3867
躏,足蔺,5,lìn,躪,,0.0003,3656,3885,0.000355548,3648,3868
镰,金廉,5,lián,鐮,,0.0008,3081,3344,0.000353481,3649,3869
攥,手纂,5,zuàn,攥,,0.0005,3397,3648,0.000352964,3650,3870
涧,水间,4,jiàn,澗,,0.0006,3277,3533,0.000351931,3651,3871
蝙,虫扁,4,biān pián,蝙,,0.0007,3168,3430,0.000350897,3652,3872
脐,肉齐,5,qí,臍,,0.0003,3656,3885,0.000349864,3653,3873
涣,水奂,5,huàn huì,渙,,0.0002,3788,4002,0.000348313,3654,3874
秸,禾吉,2,jiē jí,稭,,0.0007,3168,3430,0.000346246,3656,3875
捺,手奈,2,nà,捺,,0.0005,3397,3648,0.000346246,3658,3876
瑕,玉叚,5,xiá,瑕,,0.0002,3788,4002,0.000346246,3657,3876
馋,食兔,1,chán,饞,,0.0006,3277,3533,0.000345729,3659,3878
窿,穴隆,5,lóng,窿,,0.0006,3277,3533,0.000345212,3660,3879
荔,艸劦,1,lì,荔,,0.0007,3168,3430,0.000343662,3661,3880
蟆,虫莫,2,má mò,蟆,,0.0006,3277,3533,0.000343145,3662,3881
遐,辵叚,3,xiá,遐,,0.0005,3397,3648,0.000342629,3663,3882
屹,山乞,3,yì,屹,,0.0005,3397,3648,0.000342629,3664,3883
缰,糸畺,5,jiāng,繮,,0.0004,3536,3778,0.000341595,3665,3884
桦,木华,4,huà,樺,,0.0008,3081,3344,0.000341078,3666,3885
炖,火屯,3,dùn dūn tūn tún,燉,,0.0003,3656,3885,0.000341078,3666,3885
羚,羊令,4,líng,羚,,0.0002,3788,4002,0.000340561,3668,3887
绯,糸非,5,fēi,緋,,0.0003,3656,3885,0.000340045,3670,3888
掖,手夜,4,yè yē yě yì,掖,,0.0005,3397,3648,0.000339011,3671,3889
鸳,夗鸟,4,yuān,鴛,,0.0003,3656,3885,0.000337978,3672,3890
抡,手仑,4,lūn lún,掄,,0.0006,3277,3533,0.000336944,3673,3891
坷,土可,4,kē kě,坷,,0.0006,3277,3533,0.000335393,3674,3892
瓮,公瓦,3,wèng,甕,,0.0005,3397,3648,0.000334877,3675,3893
跛,足皮,1,bǒ bì pō,跛,,0.0004,3536,3778,0.000334877,3676,3893
壑,㕡土,5,hè,壑,,0.0005,3397,3648,0.000332293,3678,3895
踊,足甬,5,yǒng,踴,,0.0004,3536,3778,0.000330226,3680,3896
暄,日宣,5,xuān,暄,,0.0002,3788,4002,0.000329709,3681,3897
笙,竹生,5,shēng,笙,,0.0004,3536,3778,0.000328675,3682,3898
涟,水连,5,lián lán,漣,,0.0003,3656,3885,0.000328675,3683,3898
瞰,目敢,3,kàn,瞰,,0.0003,3656,3885,0.000327642,3685,3900
迢,辵召,3,tiáo,迢,,0.0005,3397,3648,0.000325058,3687,3901
睑,目佥,3,jiǎn,瞼,,0.0003,3656,3885,0.000324541,3688,3902
赡,贝詹,3,shàn dàn,贍,,0.0004,3536,3778,0.000324024,3689,3903
萦,𫇦糸,4,yíng,縈,,0.0004,3536,3778,0.000324024,3689,3903
羹,羔美,1,gēng láng,羹,,0.0003,3656,3885,0.000322474,3691,3905
晾,日京,1,liàng,晾,,0.0005,3397,3648,0.00032144,3692,3906
蜿,虫宛,5,wān wǎn,蜿,,0.0005,3397,3648,0.000320924,3693,3907
犊,牛卖,1,dú,犢,,0.0005,3397,3648,0.000320407,3694,3908
扈,户邑,5,hù,扈,,0.0003,3656,3885,0.000320407,3694,3908
蜈,虫吴,5,wú,蜈,,0.0002,3788,4002,0.000320407,3696,3910
藕,艸耦,5,ǒu,藕,,0.0004,3536,3778,0.00031989,3697,3911
岐,山支,3,qí,岐,,0.0005,3397,3648,0.000318856,3700,3912
蝎,虫曷,1,xiē hé,蠍,,0.0005,3397,3648,0.00031834,3702,3913
镀,金度,5,dù,鍍,,0.0006,3277,3533,0.000317823,3704,3914
甄,瓦垔,3,zhēn,甄,,0.0004,3536,3778,0.000317823,3704,3914
椰,木耶,5,yē yé,椰,,0.0005,3397,3648,0.000317823,3706,3916
泞,水宁,4,nìng nì níng,濘,,0.0002,3788,4002,0.000317306,3707,3917
螃,虫旁,5,páng bǎng,螃,,0.0004,3536,3778,0.000317306,3708,3918
檬,木蒙,4,méng,檬,,0.0003,3656,3885,0.000316789,3709,3919
羲,兮義,3,xī,羲,,0.0002,3788,4002,0.000315756,3710,3920
瘸,疒加肉,1,qué,瘸,,0.0003,3656,3885,0.000314722,3711,3921
蔗,艸庶,1,zhè,蔗,,0.0011,2860,3120,0.000313689,3712,3922
蚌,虫丰,3,bàng bèng fēng pí,蚌,,0.0005,3397,3648,0.000312655,3713,3923
皑,白岂,1,ái,皚,,0.0003,3656,3885,0.000311105,3714,3924
呗,口贝,4,bei bài,唄,,0.0008,3081,3344,0.000309038,3715,3925
鳖,敝鱼,2,biē,鱉,,0.0005,3397,3648,0.000309038,3716,3926
唷,口育,2,yō,唷,,0.0003,3656,3885,0.000308521,3717,3927
殡,歹宾,4,bìn,殯,,0.0002,3788,4002,0.000308521,3717,3927
睐,目来,4,lài,睞,,0.0002,3788,4002,0.000308004,3719,3929
鸯,央鸟,5,yāng,鴦,,0.0003,3656,3885,0.00030542,3721,3930
眈,目冘,1,dān chěn tán,眈,,0.0002,3788,4002,0.000304903,3722,3931
蛀,虫主,4,zhù,蛀,,0.0004,3536,3778,0.00030387,3723,3932
偌,人若,5,ruò,偌,,0.0003,3656,3885,0.000303353,3724,3933
疵,疒此,4,cī jì zhài zī,疵,,0.0002,3788,4002,0.000302836,3725,3934
黔,黑今,1,qián,黔,,0.0007,3168,3430,0.000300769,3726,3935
佼,人交,4,jiǎo jiāo,佼,,0.0004,3536,3778,0.000300252,3727,3936
娓,女尾,5,wěi,娓,,0.0004,3536,3778,0.000298702,3728,3937
盅,中皿,5,zhōng chōng,盅,,0.0003,3656,3885,0.000298702,3729,3937
坂,土反,3,bǎn,坂,,0.0003,3656,3885,0.000297668,3730,3939
町,田丁,5,tǐng dīng,町,,0.0002,3788,4002,0.000297668,3731,3940
芥,艸介,5,jiè gài,芥,,0.0005,3397,3648,0.000297152,3732,3941
荟,艸会,5,huì,薈,,0.0002,3788,4002,0.000296635,3733,3942
挎,手夸,4,kuà kū kōu,挎,,0.0007,3168,3430,0.000296635,3734,3943
垛,土朵,4,duǒ duò,垛,,0.0005,3397,3648,0.000296118,3735,3944
淇,水其,5,qí,淇,,0.0001,3870,4076,0.000296118,3736,3944
篓,竹娄,4,lǒu jù lǚ,簍,,0.0005,3397,3648,0.000295601,3737,3946
跻,足齐,3,jī,躋,,0.0002,3788,4002,0.000295601,3737,3946
掂,手店,4,diān,掂,,0.0003,3656,3885,0.000293017,3739,3948
灸,久火,4,jiǔ,灸,,0.0009,3008,3267,0.0002925,3740,3949
筱,竹攸,1,xiǎo,筱,,0.0003,3656,3885,0.0002925,3740,3949
谆,言享,1,zhūn zhùn,諄,,0.0002,3788,4002,0.000291984,3742,3951
骋,马甹,1,chěng,騁,,0.0004,3536,3778,0.000291467,3744,3952
扉,户非,5,fēi,扉,,0.0002,3788,4002,0.000289916,3745,3953
耘,耒云,5,yún,耘,,0.0003,3656,3885,0.0002894,3746,3954
槟,木宾,5,bīn bīng,檳,,0.0004,3536,3778,0.000288883,3747,3955
雹,雨包,4,báo bó,雹,,0.0005,3397,3648,0.000288366,3749,3956
蚪,虫斗,4,dǒu,蚪,,0.0004,3536,3778,0.000287333,3750,3957
蜻,虫青,5,qīng jīng,蜻,,0.0007,3168,3430,0.000286816,3751,3958
狰,犬争,5,zhēng,猙,,0.0003,3656,3885,0.000285782,3752,3959
楣,木眉,5,méi,楣,,0.0003,3656,3885,0.000285782,3753,3960
荪,艸孙,5,sūn,蓀,,0.0004,3536,3778,0.000285265,3754,3961
薰,艸熏,5,xūn,薰,,0.0004,3536,3778,0.000283198,3757,3962
搪,手唐,5,táng,搪,,0.0005,3397,3648,0.000282681,3758,3963
瞌,目盍,4,kē,瞌,,0.0004,3536,3778,0.000282165,3759,3964
梆,木邦,5,bāng,梆,,0.0008,3081,3344,0.000281648,3760,3965
樟,木章,5,zhāng,樟,,0.0004,3536,3778,0.000281648,3761,3965
茉,艸末,5,mò,茉,,0.0003,3656,3885,0.000281648,3761,3965
岖,山区,5,qū,嶇,,0.0005,3397,3648,0.000281131,3763,3968
癣,疒鲜,4,xuǎn xiǎn,癬,,0.0002,3788,4002,0.000280614,3764,3969
玷,玉占,3,diàn diān,玷,,0.0001,3870,4076,0.000279581,3766,3970
馍,食莫,4,mó,饃,,0.0004,3536,3778,0.000279064,3767,3971
伫,人㝉,5,zhù,佇,,0.0004,3536,3778,0.000277514,3768,3972
彤,丹彡,1,tóng,彤,,0.0004,3536,3778,0.000276997,3769,3973
莓,艸每,4,méi,莓,,0.0005,3397,3648,0.00027648,3770,3974
媛,女爰,5,yuàn yuán,媛,,0.0004,3536,3778,0.00027648,3770,3974
惆,心周,3,chóu,惆,,0.0003,3656,3885,0.000275963,3772,3976
辇,夫车,1,niǎn,輦,,0,3938,4000,9.09541E-05,3936,3977
蜓,虫廷,5,tíng diàn,蜓,,0.0007,3168,3430,0.000275446,3773,3978
囔,口囊,4,nāng,囔,,0.0003,3656,3885,0.000275446,3773,3978
焊,火旱,5,hàn,焊,,0.0013,2743,3010,0.000273896,3775,3980
昵,日尼,4,nì nǐ zhì,暱,,0.0003,3656,3885,0.000273896,3775,3980
卅,十,5,sà,卅,,0.0003,3656,3885,0.000273379,3777,3982
飙,风犬,1,biāo,飆,,0.0001,3870,4076,0.000273379,3778,3983
痞,疒否,1,pǐ,痞,,0.0003,3656,3885,0.000272346,3779,3984
隼,隹一,1,sǔn,隼,,0,3938,4124,0.000272346,3780,3984
怆,心仓,2,chuàng,愴,,0.0003,3656,3885,0.000271312,3781,3986
桀,舛木,1,jié,桀,,0.0001,3870,4076,0.000271312,3781,3986
匽,匚妟,4,yǎn yàn,匽,,0,3938,4074,0,4017,3988
蚓,虫引,5,yǐn,蚓,,0.001,2927,3185,0.000269245,3783,3989
抠,手区,3,kōu,摳,,0.0003,3656,3885,0.000268728,3784,3990
嗷,口敖,5,áo,嗷,,0.0002,3788,4002,0.000268728,3784,3990
痢,疒利,5,lì,痢,,0.0004,3536,3778,0.000268211,3786,3992
痘,疒豆,5,dòu,痘,,0.0003,3656,3885,0.000268211,3786,3992
蚣,虫公,5,gōng zhōng,蚣,,0.0002,3788,4002,0.000268211,3786,3992
闩,门一,5,shuān,閂,,0.0001,3870,4076,0.000267178,3789,3995
飓,风具,5,jù,颶,,0.0001,3870,4076,0.000266661,3790,3996
耦,耒禺,5,ǒu,耦,,0.0005,3397,3430,0.000105941,3927,3997
蝌,虫科,5,kē,蝌,,0.0004,3536,3778,0.000265627,3791,3998
蚯,虫丘,5,qiū,蚯,,0.0009,3008,3267,0.000265111,3792,3999
